sample_index,timestamp_unix,elapsed_seconds,raw_value,voltage
434,1782079210.5165112,0.225122,1212,1.4795
435,1782079210.5165393,0.225150,1212,1.4795
436,1782079210.5165684,0.225179,1213,1.4807
437,1782079210.5166068,0.225217,1212,1.4795
438,1782079210.5166504,0.225261,1214,1.4819
439,1782079210.5166774,0.225288,1210,1.4771
440,1782079210.5167084,0.225319,1214,1.4819
441,1782079210.5167348,0.225345,1208,1.4746
442,1782079210.5167732,0.225384,1210,1.4771
443,1782079210.5188007,0.227411,1207,1.4734
444,1782079210.5192258,0.227836,1204,1.4697
445,1782079210.519256,0.227867,1204,1.4697
446,1782079210.5192995,0.227910,1201,1.4661
447,1782079210.5193415,0.227952,1198,1.4624
448,1782079210.5197384,0.228349,1201,1.4661
449,1782079210.5197678,0.228378,1200,1.4648
450,1782079210.5198047,0.228415,1196,1.4600
451,1782079210.519845,0.228456,1195,1.4587
452,1782079210.5199196,0.228530,1199,1.4636
453,1782079210.5199444,0.228555,1194,1.4575
454,1782079210.5199878,0.228598,1195,1.4587
455,1782079210.5200186,0.228629,1198,1.4624
456,1782079210.5205233,0.229134,1192,1.4551
457,1782079210.5206206,0.229231,1195,1.4587
458,1782079210.52133,0.229941,1192,1.4551
459,1782079210.5220294,0.230640,1193,1.4563
460,1782079210.522143,0.230753,1194,1.4575
461,1782079210.5226307,0.231241,1196,1.4600
462,1782079210.5232246,0.231835,1194,1.4575
463,1782079210.5237775,0.232388,1196,1.4600
464,1782079210.526482,0.235093,1190,1.4526
465,1782079210.5265398,0.235150,1196,1.4600
466,1782079210.5265849,0.235195,1199,1.4636
467,1782079210.5266364,0.235247,1195,1.4587
468,1782079210.5266697,0.235280,1201,1.4661
469,1782079210.5266957,0.235306,1193,1.4563
470,1782079210.527584,0.236195,1199,1.4636
471,1782079210.5285857,0.237196,1195,1.4587
472,1782079210.5286412,0.237252,1194,1.4575
473,1782079210.5286865,0.237297,1191,1.4539
474,1782079210.5291295,0.237740,1191,1.4539
475,1782079210.5296972,0.238308,1192,1.4551
476,1782079210.530148,0.238759,1191,1.4539
477,1782079210.5306354,0.239246,1191,1.4539
478,1782079210.53116,0.239771,1185,1.4465
479,1782079210.5316637,0.240274,1187,1.4490
480,1782079210.5321472,0.240758,1185,1.4465
481,1782079210.532682,0.241292,1181,1.4417
482,1782079210.5331645,0.241775,1182,1.4429
483,1782079210.5336614,0.242272,1181,1.4417
484,1782079210.5341418,0.242752,1182,1.4429
485,1782079210.5346508,0.243261,1181,1.4417
486,1782079210.5351503,0.243761,1173,1.4319
487,1782079210.53565,0.244261,1175,1.4343
